0,2,285
1,15,151
2,31,484
3,31,625
4,36,609
5,40,355
6,40,7
7,58,154
8,70,63
9,73,450
10,74,410
11,83,144
12,89,136
13,105,627
14,105,626
15,111,159
16,112,45
17,112,316
18,123,354
19,141,498
20,165,424
21,165,46
22,165,569
23,165,587
24,165,415
25,166,412
26,166,41
27,170,119
28,171,242
29,172,602
30,173,570
31,174,306
32,174,544
33,175,403
34,176,414
35,176,135
36,176,474
37,176,431
38,176,476
39,179,101
40,183,108
41,183,473
42,183,388
43,184,631
44,185,20
45,190,19
46,192,10
47,192,44
48,192,112
49,204,302
50,204,273
51,206,147
52,206,25
53,207,139
54,207,221
55,210,149
56,211,553
57,211,157
58,211,303
59,211,24
60,211,458
61,215,65
62,219,246
63,219,477
64,221,16
65,235,564
66,235,349
67,242,123
68,244,520
69,246,301
70,248,268
71,251,51
72,259,31
73,261,538
74,265,60
75,268,497
76,268,14
77,272,2
78,272,463
79,273,211
80,273,320
81,273,265
82,273,148
83,277,95
84,277,351
85,281,363
86,285,130
87,288,204
88,292,636
89,301,192
90,302,259
91,302,110
92,303,281
93,303,210
94,305,190
95,305,557
96,306,348
97,306,503
98,308,530
99,313,57
100,316,547
101,318,434
102,318,115
103,318,272
104,319,313
105,319,589
106,319,79
107,320,339
108,320,480
109,320,128
110,320,518
111,322,378
112,322,516
113,323,124
114,339,28
115,339,4
116,348,362
117,349,183
118,349,504
119,349,97
120,351,58
121,354,13
122,354,436
123,355,83
124,359,219
125,359,611
126,362,318
127,363,308
128,363,3
129,365,40
130,369,49
131,375,248
132,375,430
133,378,33
134,378,288
135,381,15
136,381,172
137,383,73
138,383,121
139,383,134
140,388,359
141,392,594
142,393,36
143,394,92
144,394,421
145,394,369
146,400,59
147,403,70
148,407,501
149,407,141
150,407,173
151,410,143
152,410,18
153,412,505
154,413,103
155,414,62
156,415,471
157,421,64
158,424,552
159,424,215
160,429,146
161,430,30
162,430,61
163,430,109
164,431,145
165,431,68
166,434,84
167,434,381
168,434,591
169,436,86
170,436,5
171,436,21
172,437,89
173,450,125
174,458,153
175,460,170
176,461,56
177,461,26
178,461,99
179,463,481
180,463,87
181,466,114
182,466,319
183,468,152
184,471,507
185,473,126
186,473,207
187,474,9
188,476,323
189,477,292
190,479,165
191,480,29
192,480,468
193,480,179
194,481,23
195,481,437
196,484,608
197,491,22
198,491,600
199,492,37
200,497,393
201,498,48
202,501,75
203,501,492
204,503,34
205,504,413
206,504,579
207,504,565
208,505,392
209,507,261
210,509,122
211,509,53
212,512,166
213,512,604
214,512,69
215,516,479
216,516,131
217,516,11
218,518,175
219,518,71
220,520,599
221,530,32
222,533,185
223,533,578
224,538,52
225,538,47
226,541,96
227,541,235
228,541,429
229,544,460
230,544,375
231,547,82
232,547,77
233,552,106
234,552,171
235,553,305
236,557,176
237,564,244
238,565,624
239,567,541
240,567,140
241,567,407
242,567,592
243,567,105
244,569,383
245,570,365
246,578,623
247,579,43
248,587,98
249,589,509
250,591,533
251,592,174
252,594,142
253,594,27
254,594,394
255,599,461
256,600,637
257,600,184
258,600,618
259,602,42
260,604,567
261,608,206
262,609,138
263,611,12
264,611,1
265,611,364
266,618,38
267,623,400
268,624,104
269,625,466
270,626,74
271,627,66
272,627,322
273,631,251
274,631,120
275,631,277
276,636,491
277,636,150
278,637,72
279,637,111
