0,1,114
1,1,166
2,2,40
3,2,128
4,2,105
5,2,39
6,2,111
7,2,78
8,2,166
9,2,35
10,2,112
11,2,233
12,2,321
13,2,36
14,3,116
15,3,70
16,3,108
17,3,160
18,3,546
19,3,107
20,3,120
21,3,205
22,3,64
23,3,11
24,3,596
25,3,23
26,3,22
27,3,123
28,3,145
29,3,135
30,3,157
31,3,13
32,3,114
33,3,38
34,4,109
35,4,517
36,4,121
37,4,42
38,4,55
39,4,22
40,4,35
41,4,120
42,4,11
43,4,1
44,4,102
45,4,104
46,4,58
47,4,38
48,4,159
49,4,118
50,4,130
51,6,151
52,6,154
53,7,119
54,7,20
55,7,98
56,7,111
57,7,101
58,7,34
59,7,1
60,7,94
61,7,159
62,7,138
63,7,39
64,7,117
65,7,120
66,7,339
67,7,31
68,7,8
69,9,80
70,9,201
71,9,105
72,9,156
73,10,43
74,10,96
75,10,282
76,10,120
77,11,176
78,13,47
79,13,59
80,13,3
81,13,182
82,13,95
83,13,152
84,14,137
85,14,130
86,14,406
87,16,138
88,16,85
89,16,120
90,16,96
91,16,22
92,16,135
93,16,112
94,18,85
95,18,460
96,18,154
97,18,98
98,18,101
99,18,55
100,18,125
101,18,116
102,20,94
103,20,17
104,20,118
105,20,150
106,20,394
107,20,43
108,20,101
109,20,156
110,20,133
111,20,37
112,20,301
113,22,30
114,22,107
115,22,13
116,22,3
117,24,74
118,24,129
119,24,56
120,24,154
121,24,94
122,24,570
123,24,118
124,25,91
125,25,146
126,25,517
127,27,120
128,27,146
129,27,178
130,27,71
131,27,106
132,27,32
133,28,47
134,30,22
135,31,145
136,31,137
137,31,434
138,31,73
139,31,118
140,31,89
141,31,386
142,35,2
143,36,136
144,36,155
145,38,9
146,38,96
147,38,3
148,38,513
149,38,347
150,39,381
151,39,7
152,39,493
153,39,234
154,40,54
155,40,31
156,40,174
157,40,187
158,40,143
159,40,2
160,40,113
161,40,34
162,40,155
163,40,47
164,40,115
165,40,301
166,40,467
167,40,83
168,40,413
169,40,403
170,40,32
171,40,130
172,41,408
173,41,125
174,41,94
175,43,329
176,43,528
177,43,10
178,43,507
179,43,455
180,43,404
181,43,129
182,43,527
183,43,183
184,44,136
185,44,60
186,44,96
187,45,146
188,45,532
189,45,103
190,45,37
191,45,83
192,46,359
193,46,613
194,46,119
195,47,28
196,47,108
197,47,76
198,47,419
199,47,46
200,47,13
201,47,25
202,50,36
203,53,588
204,55,129
205,55,9
206,55,111
207,55,88
208,55,124
209,55,68
210,55,166
211,55,35
212,55,123
213,55,103
214,55,93
215,55,60
216,55,145
217,55,102
218,55,115
219,55,71
220,56,132
221,56,58
222,56,24
223,56,79
224,56,136
225,56,27
226,56,87
227,56,64
228,58,95
229,58,98
230,58,107
231,58,372
232,58,143
233,58,131
234,58,453
235,58,80
236,58,266
237,58,4
238,58,435
239,58,412
240,58,117
241,58,73
242,58,403
243,58,20
244,60,44
245,60,598
246,60,129
247,64,15
248,64,148
249,64,105
250,64,3
251,64,28
252,64,42
253,64,97
254,64,44
255,65,141
256,65,85
257,68,54
258,70,154
259,70,585
260,70,453
261,70,354
262,70,73
263,70,74
264,71,130
265,71,231
266,71,64
267,71,309
268,71,56
269,71,10
270,71,88
271,71,55
272,71,68
273,71,254
274,71,211
275,71,57
276,71,14
277,71,435
278,71,39
279,71,137
280,71,84
281,71,169
282,71,28
283,71,129
284,71,96
285,71,590
286,71,27
287,71,141
288,73,195
289,73,64
290,73,505
291,73,122
292,73,121
293,73,58
294,73,136
295,73,70
296,73,335
297,73,75
298,73,150
299,73,97
300,75,86
301,79,146
302,80,268
303,80,228
304,80,626
305,80,128
306,83,3
307,83,268
308,83,39
309,83,271
310,83,18
311,83,129
312,83,295
313,83,107
314,83,450
315,83,41
316,83,430
317,83,109
318,83,89
319,83,46
320,83,131
321,83,477
322,83,123
323,83,465
324,84,282
325,84,9
326,84,54
327,84,584
328,84,421
329,85,159
330,85,126
331,85,8
332,85,86
333,85,128
334,85,44
335,85,263
336,85,133
337,85,148
338,85,102
339,85,36
340,85,49
341,86,159
342,86,427
343,86,75
344,86,143
345,86,79
346,86,45
347,87,503
348,87,483
349,87,329
350,87,44
351,87,132
352,87,517
353,87,70
354,87,24
355,87,92
356,87,114
357,87,116
358,87,338
359,88,55
360,89,86
361,89,103
362,89,367
363,89,92
364,89,117
365,89,83
366,90,101
367,90,410
368,90,535
369,90,582
370,91,141
371,91,64
372,91,31
373,91,561
374,91,573
375,91,58
376,91,145
377,91,119
378,91,53
379,92,148
380,92,477
381,92,43
382,94,24
383,94,580
384,94,151
385,94,41
386,95,13
387,96,354
388,96,10
389,96,399
390,96,88
391,96,57
392,96,554
393,96,145
394,96,181
395,96,400
396,96,148
397,96,125
398,96,71
399,96,38
400,96,219
401,96,42
402,96,97
403,96,44
404,98,25
405,98,587
406,98,135
407,98,148
408,98,125
409,98,403
410,98,334
411,98,382
412,98,83
413,98,426
414,98,151
415,98,43
416,98,10
417,98,481
418,98,604
419,98,473
420,98,165
421,98,1
422,101,217
423,101,7
424,101,97
425,101,299
426,101,46
427,101,35
428,101,640
429,101,90
430,101,246
431,101,6
432,101,94
433,102,150
434,102,601
435,102,38
436,102,118
437,102,605
438,102,107
439,102,142
440,102,542
441,102,37
442,104,306
443,104,253
444,104,230
445,104,58
446,104,201
447,104,623
448,106,232
449,106,16
450,106,8
451,106,32
452,106,130
453,109,83
454,109,40
455,109,130
456,112,2
457,112,24
458,112,571
459,112,374
460,112,89
461,113,106
462,113,239
463,113,495
464,113,550
465,113,442
466,113,80
467,114,156
468,115,194
469,115,161
470,115,20
471,115,163
472,115,407
473,115,530
474,115,124
475,115,55
476,115,136
477,115,269
478,115,491
479,115,157
480,116,87
481,116,64
482,116,112
483,116,3
484,118,30
485,118,102
486,119,145
487,119,46
488,119,91
489,120,639
490,120,80
491,120,4
492,120,115
493,120,159
494,120,7
495,120,118
496,120,448
497,120,75
498,122,92
499,122,59
500,122,160
501,122,104
502,122,94
503,122,470
504,122,31
505,122,129
506,122,73
507,122,76
508,122,151
509,122,20
510,122,141
511,122,118
512,122,88
513,122,42
514,122,22
515,122,143
516,122,34
517,122,299
518,122,132
519,122,69
520,122,23
521,122,147
522,122,114
523,122,35
524,122,113
525,122,600
526,122,14
527,124,55
528,124,9
529,124,67
530,124,145
531,124,619
532,124,91
533,124,37
534,124,102
535,125,399
536,125,113
537,125,535
538,125,174
539,125,30
540,125,98
541,125,428
542,125,574
543,125,76
544,127,617
545,127,111
546,128,276
547,129,24
548,129,33
549,129,23
550,129,13
551,129,45
552,129,179
553,129,70
554,129,60
555,129,135
556,129,92
557,129,71
558,129,83
559,129,151
560,129,43
561,129,128
562,129,85
563,129,98
564,129,186
565,129,42
566,129,551
567,131,58
568,131,126
569,132,56
570,135,16
571,135,490
572,135,129
573,135,560
574,135,85
575,135,98
576,135,153
577,135,1
578,135,79
579,135,389
580,135,68
581,135,48
582,135,25
583,135,630
584,135,355
585,135,512
586,135,93
587,135,47
588,135,148
589,136,138
590,136,73
591,136,472
592,138,351
593,138,108
594,138,32
595,138,22
596,138,308
597,138,136
598,138,314
599,138,371
600,141,43
601,142,143
602,142,145
603,143,122
604,143,58
605,143,335
606,143,567
607,143,95
608,144,94
609,145,46
610,145,124
611,145,212
612,145,93
613,145,70
614,145,566
615,145,579
616,145,104
617,145,480
618,145,84
619,145,41
620,145,404
621,145,31
622,145,83
623,145,439
624,145,350
625,145,317
626,145,365
627,145,440
628,145,211
629,146,72
630,146,127
631,146,392
632,146,371
633,146,79
634,146,573
635,146,45
636,146,25
637,146,27
638,146,344
639,148,96
640,152,106
641,154,583
642,154,186
643,154,130
644,154,376
645,154,487
646,154,80
647,154,70
648,154,334
649,157,217
650,157,420
651,157,247
652,159,631
653,159,45
654,159,565
655,159,600
656,159,246
657,159,501
658,159,468
659,159,261
660,159,346
661,159,84
662,159,205
663,159,86
664,159,426
665,159,241
666,160,126
667,165,98
668,165,112
669,165,563
670,166,436
671,166,570
672,166,2
673,173,40
674,173,3
675,173,35
676,173,70
677,173,92
678,173,495
679,173,580
680,180,181
681,180,488
682,180,468
683,180,492
684,180,251
685,180,165
686,180,34
687,180,564
688,180,616
689,180,25
690,180,126
691,184,351
692,184,472
693,184,151
694,184,75
695,184,317
696,184,294
697,184,372
698,184,296
699,184,223
700,184,311
701,184,157
702,184,343
703,184,320
704,184,45
705,184,310
706,184,156
707,184,12
708,184,169
709,184,257
710,184,113
711,184,368
712,184,322
713,184,150
714,184,94
715,184,71
716,184,51
717,186,148
718,186,236
719,186,7
720,186,635
721,186,118
722,186,604
723,186,384
724,186,76
725,186,154
726,186,111
727,186,166
728,186,241
729,186,25
730,187,40
731,187,43
732,187,75
733,187,549
734,187,395
735,187,120
736,187,420
737,187,122
738,187,619
739,187,23
740,187,464
741,187,277
742,187,38
